Game Date,Away Team,Away Record,Away Score,Home Team,Home Record,Home Score,Away 1st,Home 1st,YRFI
2025-04-16,Kansas City Royals,8-11,3.0,New York Yankees,11-7,4.0,1.0,0.0,1
2025-04-16,San Francisco Giants,13-5,11.0,Philadelphia Phillies,10-8,4.0,4.0,2.0,1
2025-04-16,Washington Nationals,7-11,1.0,Pittsburgh Pirates,7-12,6.0,0.0,0.0,0
2025-04-16,Chicago Cubs,12-9,2.0,San Diego Padres,15-4,4.0,0.0,0.0,0
2025-04-16,Houston Astros,8-10,1.0,St. Louis Cardinals,9-9,4.0,1.0,0.0,1
2025-04-16,Boston Red Sox,10-10,1.0,Tampa Bay Rays,8-10,0.0,0.0,0.0,0
2025-04-16,Los Angeles Angels,9-8,1.0,Texas Rangers,11-7,3.0,0.0,0.0,0
2025-04-16,Atlanta Braves,5-13,1.0,Toronto Blue Jays,11-8,3.0,0.0,0.0,0
2025-04-17,Cleveland Guardians,9-9,2.0,Baltimore Orioles,8-10,6.0,0.0,1.0,1
2025-04-17,Athletics,9-10,8.0,Chicago White Sox,4-14,0.0,1.0,0.0,1
2025-04-17,Seattle Mariners,10-9,11.0,Cincinnati Reds,9-10,7.0,0.0,2.0,1
2025-04-17,Kansas City Royals,8-12,1.0,Detroit Tigers,11-8,6.0,0.0,0.0,0
2025-04-17,Arizona Diamondbacks,12-7,6.0,Miami Marlins,8-10,4.0,2.0,1.0,1
2025-04-17,St. Louis Cardinals,9-10,1.0,New York Mets,12-7,4.0,0.0,0.0,0
2025-04-17,San Francisco Giants,13-6,4.0,Philadelphia Phillies,11-8,6.0,1.0,5.0,1
2025-04-17,Washington Nationals,7-12,0.0,Pittsburgh Pirates,8-12,1.0,0.0,1.0,1
2025-04-17,New York Yankees,12-7,6.0,Tampa Bay Rays,8-11,3.0,1.0,0.0,1
2025-04-17,Los Angeles Angels,9-9,3.0,Texas Rangers,12-7,5.0,1.0,1.0,1
2025-04-18,Minnesota Twins,7-13,4,Atlanta Braves,6-13,6,0.0,0.0,0
2025-04-18,Cincinnati Reds,10-10,8,Baltimore Orioles,8-11,3,0.0,0.0,0
2025-04-18,Chicago White Sox,4-15,3,Boston Red Sox,11-10,10,0.0,3.0,1
2025-04-18,Arizona Diamondbacks,12-8,11,Chicago Cubs,13-9,13,0.0,0.0,0
2025-04-18,Washington Nationals,7-12,,Colorado Rockies,3-15,,0.0,0.0,0
2025-04-18,Kansas City Royals,8-13,3,Detroit Tigers,12-8,7,1.0,0.0,1
2025-04-18,San Diego Padres,15-5,4,Houston Astros,9-10,6,0.0,0.0,0
2025-04-18,San Francisco Giants,13-7,0,Los Angeles Angels,10-9,2,0.0,0.0,0
2025-04-18,Athletics,9-11,3,Milwaukee Brewers,11-9,5,0.0,0.0,0
2025-04-18,St. Louis Cardinals,9-11,4,New York Mets,13-7,5,0.0,0.0,0
2025-04-18,Miami Marlins,8-11,2,Philadelphia Phillies,12-8,7,0.0,2.0,1
2025-04-18,Cleveland Guardians,10-9,10,Pittsburgh Pirates,8-13,7,0.0,1.0,1
2025-04-18,New York Yankees,13-7,1,Tampa Bay Rays,8-12,0,0.0,0.0,0
2025-04-18,Los Angeles Dodgers,15-6,3,Texas Rangers,12-8,0,1.0,0.0,1
2025-04-18,Seattle Mariners,10-10,1,Toronto Blue Jays,12-8,3,0.0,1.0,1
2025-04-19,Cincinnati Reds,10-10,3,Baltimore Orioles,8-11,3,1.0,2.0,1
2025-04-19,Chicago White Sox,4-15,0,Boston Red Sox,11-10,0,0.0,0.0,0
2025-04-19,Arizona Diamondbacks,12-9,2,Chicago Cubs,14-9,6,1.0,2.0,1
2025-04-19,Washington Nationals,7-12,3,Colorado Rockies,3-15,2,0.0,0.0,0
2025-04-19,Kansas City Royals,8-14,1,Detroit Tigers,13-8,3,0.0,0.0,0
2025-04-19,St. Louis Cardinals,9-11,0,New York Mets,13-7,2,0.0,0.0,0
2025-04-19,Miami Marlins,8-12,10,Philadelphia Phillies,13-8,11,0.0,0.0,0
2025-04-19,Cleveland Guardians,10-9,1,Pittsburgh Pirates,8-13,0,0.0,0.0,0
2025-04-19,New York Yankees,13-7,3,Tampa Bay Rays,8-12,0,2.0,0.0,1
2025-04-19,Los Angeles Dodgers,15-6,3,Texas Rangers,12-8,2,0.0,0.0,0
2025-04-19,Seattle Mariners,10-10,2,Toronto Blue Jays,12-8,2,0.0,1.0,1
